material_id,row_index,raw_gt,merged_gt,eh_class,bandgap,ehull
mp-560057,1183,0,0,0,1.1869,0.0669
mp-989388,46,2,1,1,0.0000,0.4716
mp-27490,1465,2,1,0,0.0000,0.0000
mp-1229204,435,0,0,0,0.8687,0.0070
mp-561469,350,1,1,0,1.2529,0.0283
mp-23386,828,0,0,0,1.6389,0.0000
mp-1234080,1101,1,1,1,0.7350,0.1206
mp-1228759,1230,1,1,0,1.3865,0.0146
mp-558073,916,1,1,0,1.4139,0.0105
mp-699570,1529,1,1,1,0.7846,0.1713
mp-1233394,1686,1,1,0,0.9381,0.0929
mp-1216106,172,0,0,0,3.5401,0.0092
mp-567720,1209,1,1,0,0.4656,0.0097
mp-554903,1005,1,1,0,4.3868,0.0000
mp-1062795,780,2,1,1,0.0000,0.6646
mp-29589,1248,2,1,0,0.0000,0.0000
mp-1194941,1121,1,1,0,2.1050,0.0000
mp-13287,1339,0,0,0,0.9884,0.0000
mp-1197719,695,1,1,0,2.2876,0.0000
mp-557331,446,1,1,1,0.9611,0.2530
mp-647878,570,1,1,1,1.7915,0.2878
mp-1018667,1399,2,1,0,0.0000,0.0309
mp-1233439,1532,2,1,0,0.0000,0.0674
mp-680340,762,1,1,1,0.3199,0.2523
mp-1246700,203,0,0,1,3.2989,0.4363
mp-560324,374,1,1,0,2.4564,0.0000
mp-1046747,165,1,1,1,0.2898,0.3790
mp-560468,670,0,0,0,2.6881,0.0000
mp-1206068,658,1,1,0,1.6270,0.0027
mp-1223145,410,0,0,0,2.7466,0.0140
mp-573751,1403,1,1,0,3.3025,0.0000
mp-540792,703,1,1,0,2.4518,0.0000
mp-16742,1341,0,0,0,1.5110,0.0000
mp-683684,1092,1,1,0,1.0025,0.0643
mp-622262,1647,1,1,0,1.1825,0.0428
mp-1079647,890,0,0,0,1.2693,0.0000
mp-1207299,8,2,1,1,0.0000,1.7504
mp-1195764,1388,2,1,0,0.0000,0.0420
mp-555028,290,1,1,1,0.8025,0.1354
mp-554805,1065,1,1,0,3.4263,0.0000
mp-1235050,1110,2,1,0,0.0000,0.0473
mp-680015,1257,0,0,0,1.3216,0.0000
mp-1045601,1021,0,0,1,2.3164,0.1623
mp-554735,834,1,1,0,2.0573,0.0044
mp-1194939,240,1,1,0,0.5619,0.0000
mp-554294,135,1,1,0,5.0262,0.0250
mp-720985,1045,0,0,0,2.5753,0.0388
mp-1235291,1113,2,1,0,0.0000,0.0462
mp-557130,1431,0,0,0,3.7044,0.0000
mp-21356,893,1,1,0,0.0305,0.0000
mp-558478,941,0,0,0,1.4586,0.0000
mp-1203106,1585,0,0,0,1.4002,0.0000
mp-1173025,787,1,1,0,0.3398,0.0867
mp-554413,1371,2,1,0,0.0000,0.0432
mp-570544,1181,1,1,0,2.8159,0.0000
mp-559779,349,1,1,0,2.6289,0.0000
mp-555267,678,1,1,0,0.5100,0.0309
mp-728416,1373,1,1,1,0.5386,0.1069
mp-1233562,1655,1,1,1,1.9302,0.1446
mp-1219046,853,0,0,0,1.0658,0.0559
mp-756473,477,1,1,0,1.9497,0.0038
mp-2217831,730,1,1,1,1.1908,0.1606
mp-1200639,1155,1,1,0,1.4358,0.0089
mp-1195865,1523,1,1,0,1.4548,0.0000
mp-558364,1558,2,1,0,0.0000,0.0151
mp-557792,559,1,1,0,3.2563,0.0000
mp-1048555,1036,1,1,1,1.6680,0.1446
mp-558502,1351,1,1,0,1.4996,0.0000
mp-559940,554,1,1,0,1.7401,0.0127
mp-557136,1052,2,1,0,0.0000,0.0058
mp-1192381,1353,0,0,1,0.0494,0.1297
mp-1229086,49,1,1,0,2.4337,0.0000
mp-542180,1730,1,1,0,1.0334,0.0000
mp-624000,1581,1,1,1,0.2049,0.1334
mp-866713,502,1,1,0,2.3274,0.0000
mp-683890,713,1,1,0,1.8417,0.0000
mp-541204,258,1,1,1,2.2041,0.1068
mp-653891,1323,0,0,0,0.9365,0.0007
mp-1193890,1438,0,0,0,2.4894,0.0000
mp-1173865,456,0,0,0,3.8486,0.0799
mp-1196797,228,1,1,1,1.8455,0.4817
mp-2647049,839,0,0,1,0.0720,0.1185
mp-706455,625,0,0,1,1.2323,0.2546
mp-1235303,1441,1,1,1,0.3837,0.2213
mp-1204738,263,1,1,0,3.2335,0.0967
mp-1193756,1570,1,1,0,1.4044,0.0477
mp-680211,1144,2,1,0,0.0000,0.0141
mp-621112,614,1,1,0,1.7925,0.0000
mp-12368,185,0,0,0,2.6713,0.0961
mp-567252,1268,0,0,0,0.0832,0.0004
mp-2232217,98,1,1,0,3.6246,0.0919
mp-1212237,312,1,1,0,1.6390,0.0032
mp-1223758,1494,2,1,1,0.0000,0.1250
mp-1226093,708,2,1,0,0.0000,0.0538
mp-557161,154,0,0,1,1.2306,0.1462
mp-1210620,880,1,1,0,1.9077,0.0418
mp-669471,447,1,1,1,1.9589,0.1649
mp-1247820,260,1,1,1,0.5332,0.5360
mp-572131,546,1,1,1,1.5149,0.2777
mp-541510,1175,2,1,0,0.0000,0.0075
mp-1207668,879,1,1,0,1.8704,0.0000
mp-1233961,1102,2,1,0,0.0000,0.0689
mp-1203978,1166,1,1,1,1.5329,0.1222
mp-1194731,355,0,0,0,2.5537,0.0000
mp-1198418,1513,1,1,0,1.1624,0.0000
mp-675879,786,0,0,0,0.3216,0.0755
mp-1218587,1502,1,1,0,3.3574,0.0000
mp-1194971,1057,1,1,0,3.1026,0.0000
mp-1179727,522,0,0,0,1.5419,0.0000
mp-558647,1136,2,1,0,0.0000,0.0055
mp-558135,562,1,1,0,1.5970,0.0000
mp-1226154,1592,2,1,0,0.0000,0.0183
mp-558770,284,1,1,1,2.4350,0.2095
mp-1079264,699,1,1,0,1.4107,0.0008
mp-683956,208,1,1,1,3.3498,0.1398
mp-560192,542,1,1,0,2.1827,0.0064
mp-1191290,508,1,1,1,2.7911,0.8974
mp-557322,1634,1,1,1,0.8600,0.1678
mp-1223776,987,1,1,0,0.7235,0.0101
mp-570268,1292,1,1,0,0.5352,0.0043
mp-1222350,57,1,1,0,5.9657,0.0112
mp-655489,1251,1,1,0,1.9666,0.0537
mp-2646936,830,0,0,1,0.1360,0.1201
mp-581276,1479,1,1,0,0.0749,0.0087
mp-680836,1745,1,1,0,0.3919,0.0209
mp-27123,885,0,0,0,2.1822,0.0218
mp-19304,142,0,0,0,1.3684,0.0009
mp-28691,1713,1,1,0,0.5627,0.0000
mp-6384,24,1,1,0,4.1099,0.0118
mp-567437,1049,1,1,0,1.3609,0.0000
mp-27379,1330,1,1,1,2.1908,0.1119
mp-570961,1293,1,1,0,1.2705,0.0451
mp-29708,1583,0,0,0,0.9155,0.0046
mp-23020,1288,1,1,0,1.5764,0.0128
mp-1229037,943,1,1,0,1.6873,0.0147
mp-553947,1071,1,1,0,3.3870,0.0000
mp-1944812,1237,2,1,0,0.0000,0.0385
mp-1198103,694,0,0,0,1.8225,0.0000
mp-561582,729,1,1,0,1.2761,0.0000
mp-555942,940,1,1,0,4.1220,0.0000
mp-556778,1331,1,1,0,4.8518,0.0007
mp-1217490,1698,0,0,0,0.3609,0.0729
mp-1204693,282,0,0,0,2.2909,0.0074
mp-559303,601,0,0,0,0.5156,0.0755
mp-559971,109,1,1,0,5.9008,0.0956
mp-866812,575,1,1,0,0.1830,0.0000
mp-1048596,1035,0,0,0,2.5557,0.0648
mp-7744,27,0,0,0,5.7916,0.0000
mp-1235031,1544,1,1,0,0.0105,0.0335
mp-23119,1054,2,1,0,0.0000,0.0079
mp-29903,1334,1,1,0,4.4542,0.0000
mp-22963,1665,1,1,0,2.3360,0.0000
mp-556570,1309,1,1,0,1.2752,0.0185
mp-1173624,1578,0,0,0,2.6333,0.0000
mp-560637,499,1,1,1,2.3285,0.1738
mp-28064,438,1,1,0,2.8648,0.0000
mp-27199,1200,1,1,0,0.6303,0.0000
mp-1196912,984,1,1,0,1.6399,0.0000
mp-1091416,1337,0,0,0,1.5171,0.0181
mp-1021490,182,1,1,0,2.6861,0.0438
mp-1197501,1225,1,1,0,3.1938,0.0046
mp-1103970,38,0,0,0,2.0446,0.0007
mp-1095263,882,1,1,0,2.8304,0.0000
mp-1235220,1111,2,1,0,0.0000,0.0493
mp-1147535,397,2,1,1,0.0000,0.3640
mp-510347,639,1,1,0,1.1149,0.0000
mp-1204852,426,1,1,1,0.3979,0.4519
mp-560263,947,1,1,0,4.0058,0.0000
mp-769600,221,1,1,0,1.1574,0.0553
mp-1204262,517,2,1,1,0.0000,0.2079
mp-675194,1767,1,1,1,0.1656,0.3486
mp-1217461,1735,1,1,1,0.7676,0.2162
mp-560845,395,1,1,0,1.4078,0.0286
mp-1203697,356,0,0,0,1.8362,0.0018
mp-1236214,95,1,1,1,0.6569,0.2376
mp-1196166,675,1,1,0,1.9335,0.0005
mp-1245640,744,1,1,0,2.2614,0.0430
mp-721815,628,2,1,0,0.0000,0.0878
mp-29599,750,0,0,0,1.3351,0.0000
mp-1079487,702,1,1,0,1.5000,0.0000
mp-651161,935,0,0,0,1.7121,0.0647
mp-1223274,59,2,1,0,0.0000,0.0471
mp-554007,1617,1,1,0,1.8634,0.0118
mp-1147601,401,2,1,1,0.0000,0.2751
mp-559540,358,1,1,0,4.5467,0.0000
mp-559256,449,1,1,0,2.9165,0.0000
mp-1193838,1747,1,1,0,1.1657,0.0411
mp-738646,1426,2,1,1,0.0000,0.4997
mp-9405,906,1,1,0,3.6512,0.0069
mp-561647,1358,1,1,0,5.0319,0.0000
mp-554217,1182,0,0,0,1.1895,0.0782
mp-1205460,1226,1,1,1,0.7927,0.1645
mp-1193732,1480,1,1,0,1.4221,0.0043
mp-1120728,978,0,0,0,2.5100,0.0000
mp-556239,755,1,1,0,1.7750,0.0000
mp-1191673,138,1,1,0,5.7662,0.0000
mp-1235589,1437,1,1,1,0.5885,0.2085
mp-573010,287,0,0,1,3.5362,0.1882
mp-554353,529,1,1,1,1.4847,0.2978
mp-679630,157,1,1,1,3.8160,0.5561
mp-1101132,1702,2,1,0,0.0000,0.0948
mp-1209865,1194,2,1,0,0.0000,0.0012
mp-731744,734,1,1,1,0.8111,0.5037
mp-1227641,1654,1,1,0,1.0231,0.0372
mp-1194754,912,1,1,0,1.3484,0.0000
mp-1225822,1125,1,1,0,0.0677,0.0000
mp-1209710,608,0,0,0,2.1879,0.0150
mp-557606,956,1,1,0,1.8713,0.0392
mp-1203440,77,1,1,0,4.2073,0.0000
mp-1207276,925,2,1,1,0.0000,1.6723
mp-27829,1131,1,1,0,2.6051,0.0000
mp-27617,878,2,1,0,0.0000,0.0000
mp-505281,216,1,1,0,2.6292,0.0000
mp-1199707,693,2,1,1,0.0000,0.5745
mp-572313,1622,2,1,0,0.0000,0.0136
mp-1210823,779,1,1,1,1.1589,0.3525
mp-614997,488,1,1,0,2.1230,0.0471
mp-1223105,60,2,1,0,0.0000,0.0132
mp-1199575,1638,1,1,0,0.4324,0.0000
mp-1206671,1280,1,1,1,0.0479,2.8841
mp-1208978,928,2,1,1,0.0000,1.3361
mp-985582,811,1,1,0,2.1923,0.0189
mp-1204736,1118,1,1,1,0.3869,0.3010
mp-17057,952,0,0,0,1.4479,0.0113
mp-1250779,1030,0,0,1,2.6140,0.2493
mp-555237,320,0,0,0,4.7054,0.0000
mp-556135,790,1,1,0,1.4872,0.0000
mp-568726,1180,2,1,0,0.0000,0.0339
mp-2228512,1639,2,1,0,0.0000,0.0937
mp-1229171,677,1,1,0,0.5861,0.0811
mp-2012385,1274,1,1,0,0.6127,0.0000
mp-559521,316,1,1,0,1.5805,0.0000
