material_id,row_index,raw_gt,merged_gt,eh_class,bandgap,ehull
mp-1197752,1147,2,1,1,0.0000,0.3447
mp-1342613,241,2,1,1,0.0000,5.3169
mp-1006611,259,2,1,1,0.0000,0.9499
mp-559000,966,0,0,0,1.5285,0.0000
mp-22971,652,1,1,0,1.7767,0.0000
mp-1202574,83,0,0,0,0.1878,0.0000
mp-1202157,1247,0,0,0,1.9890,0.0130
mp-1105952,61,1,1,0,4.1937,0.0000
mp-557805,660,0,0,0,0.7358,0.0001
mp-569939,983,1,1,0,0.5500,0.0041
mp-1235201,1546,1,1,0,0.0095,0.0469
mp-1197646,1628,0,0,0,3.0197,0.0000
mp-1204740,1362,1,1,1,1.4780,0.1399
mp-1048592,1020,1,1,1,1.0973,0.3969
mp-1201019,1498,1,1,0,2.2711,0.0000
mp-1062795,780,2,1,1,0.0000,0.6646
mp-29955,1306,1,1,0,1.2970,0.0000
mp-1045601,1021,0,0,1,2.3164,0.1623
mp-557531,86,0,0,0,3.7964,0.0000
mp-560960,151,1,1,0,0.3651,0.0063
mp-569687,992,1,1,0,0.6295,0.0027
mp-22392,891,2,1,1,0.0000,0.3909
mp-1213068,1294,1,1,0,1.0381,0.0583
mp-558136,1382,1,1,0,3.0745,0.0160
mp-1192381,1353,0,0,1,0.0494,0.1297
mp-1173335,826,2,1,1,0.0000,0.2673
mp-558143,450,1,1,0,3.0308,0.0000
mp-1235317,94,1,1,1,1.0414,0.2071
mp-1208574,871,0,0,0,1.0721,0.0000
mp-2240084,381,2,1,1,0.0000,0.2803
mp-1197298,361,1,1,0,2.2937,0.0000
mp-1234722,1539,2,1,0,0.0000,0.0974
mp-557035,37,1,1,0,5.2302,0.0020
mp-555217,957,1,1,0,3.7411,0.0000
mp-638705,548,1,1,1,1.3164,0.2374
mp-1208562,951,0,0,0,1.1084,0.0684
mp-557236,278,1,1,0,1.4407,0.0000
mp-569258,1325,1,1,0,0.8800,0.0000
mp-1222389,58,1,1,0,3.4481,0.0092
mp-1079647,890,0,0,0,1.2693,0.0000
mp-1219635,1066,1,1,0,2.2064,0.0137
mp-1234664,1687,2,1,1,0.0000,0.1126
mp-1229221,264,1,1,1,1.5494,0.1476
mp-569052,1285,1,1,0,1.3964,0.0161
mp-27616,305,0,0,0,2.9329,0.0000
