fold,mp_id,crystal_system,gate_mean,gate_mace,gate_alignn,bg_true,bg_pred,gt_true,gt_pred,gt_correct,eh_true,eh_pred,eh_correct
0,mp-1206470,tetragonal,0.5387102365493774,0.5387102365493774,0.46128976345062256,0.0,0.014524,1,1,1,1,1,1
0,mp-1207254,tetragonal,0.6088171005249023,0.6088171005249023,0.39118289947509766,0.0,0.04014,1,1,1,1,1,1
0,mp-1207264,tetragonal,0.5716394186019897,0.5716394186019897,0.42836058139801025,0.0,0.024585,1,1,1,1,1,1
0,mp-1207269,tetragonal,0.5255084037780762,0.5255084037780762,0.47449159622192383,0.0,0.02181,1,1,1,1,1,1
0,mp-555850,trigonal,0.5263895392417908,0.5263895392417908,0.47361046075820923,2.6141,2.859252,1,1,1,0,0,1
0,mp-1225522,tetragonal,0.5071575045585632,0.5071575045585632,0.49284249544143677,0.4717,0.776828,1,1,1,0,0,1
0,mp-21354,tetragonal,0.5357310771942139,0.5357310771942139,0.46426892280578613,0.0733,0.023593,1,1,1,0,0,1
0,mp-561392,monoclinic,0.45365339517593384,0.45365339517593384,0.5463466048240662,2.721,2.744948,1,1,1,0,0,1
0,mp-1222350,triclinic,0.5011736750602722,0.5011736750602722,0.4988263249397278,5.9657,4.765511,1,0,0,0,0,1
0,mp-1223274,tetragonal,0.5193332433700562,0.5193332433700562,0.48066675662994385,0.0,-0.021774,1,1,1,0,0,1
0,mp-1189154,monoclinic,0.5252379179000854,0.5252379179000854,0.47476208209991455,4.2143,4.508428,1,1,1,0,0,1
0,mp-864766,monoclinic,0.49063655734062195,0.49063655734062195,0.509363442659378,5.6118,5.695781,0,0,1,0,0,1
0,mp-943492,triclinic,0.46150535345077515,0.46150535345077515,0.5384946465492249,1.3691,1.534462,0,0,1,0,0,1
0,mp-1203440,orthorhombic,0.5062886476516724,0.5062886476516724,0.49371135234832764,4.2073,4.881685,1,1,1,0,0,1
0,mp-7580,cubic,0.49937885999679565,0.49937885999679565,0.5006211400032043,1.8372,1.96788,1,1,1,0,0,1
0,mp-1228621,triclinic,0.5064222812652588,0.5064222812652588,0.4935777187347412,2.367,1.635584,0,0,1,1,1,1
0,mp-1236687,triclinic,0.45914357900619507,0.45914357900619507,0.5408564209938049,1.0017,0.8391,1,1,1,1,1,1
0,mp-549237,tetragonal,0.5850057601928711,0.5850057601928711,0.4149942398071289,1.4677,1.219329,1,1,1,0,0,1
0,mp-2232096,triclinic,0.49243369698524475,0.49243369698524475,0.5075663030147552,3.8031,3.612828,0,0,1,0,0,1
0,mp-1235827,monoclinic,0.4790153503417969,0.4790153503417969,0.5209846496582031,0.8359,0.737998,1,1,1,1,1,1
0,mp-1194982,orthorhombic,0.529690146446228,0.529690146446228,0.470309853553772,2.5691,2.491165,0,0,1,0,0,1
0,mp-27717,orthorhombic,0.5553476214408875,0.5553476214408875,0.44465237855911255,2.4626,2.479316,1,1,1,0,0,1
0,mp-1190551,monoclinic,0.5436122417449951,0.5436122417449951,0.4563877582550049,2.0527,1.690538,0,0,1,0,0,1
0,mp-19488,monoclinic,0.495305597782135,0.495305597782135,0.504694402217865,1.747,1.699315,1,1,1,0,0,1
0,mp-18838,monoclinic,0.5243683457374573,0.5243683457374573,0.4756316542625427,1.5234,1.492067,1,1,1,0,0,1
0,mp-557969,monoclinic,0.4907337427139282,0.4907337427139282,0.5092662572860718,6.6249,6.354217,1,1,1,0,0,1
0,mp-1191673,triclinic,0.5202232003211975,0.5202232003211975,0.4797767996788025,5.7662,5.115212,1,1,1,0,0,1
0,mp-532575,monoclinic,0.5318509340286255,0.5318509340286255,0.4681490659713745,5.2445,5.150106,1,1,1,0,0,1
0,mp-1218416,tetragonal,0.5507659912109375,0.5507659912109375,0.4492340087890625,0.0,0.093522,1,1,1,0,0,1
0,mp-679630,monoclinic,0.5141708254814148,0.5141708254814148,0.4858291745185852,3.816,3.302351,1,1,1,1,1,1
0,mp-1204862,orthorhombic,0.5279362201690674,0.5279362201690674,0.4720637798309326,2.4483,2.030499,0,0,1,1,1,1
0,mp-1046747,triclinic,0.5560001134872437,0.5560001134872437,0.44399988651275635,0.2898,0.257243,1,1,1,1,1,1
0,mp-1323771,triclinic,0.5844415426254272,0.5844415426254272,0.41555845737457275,0.0512,0.052236,1,1,1,1,1,1
0,mp-1369435,triclinic,0.5649942755699158,0.5649942755699158,0.43500572443008423,0.0,-0.005054,1,1,1,0,0,1
0,mp-1224717,monoclinic,0.5447230935096741,0.5447230935096741,0.4552769064903259,1.9623,1.91952,1,1,1,0,1,0
0,mp-27578,monoclinic,0.5860527753829956,0.5860527753829956,0.4139472246170044,1.2407,1.686637,1,1,1,0,0,1
0,mp-1021490,trigonal,0.5774399042129517,0.5774399042129517,0.42256009578704834,2.6861,2.944387,1,1,1,0,0,1
0,mp-1021492,trigonal,0.5380977988243103,0.5380977988243103,0.4619022011756897,0.7836,1.091014,0,0,1,0,0,1
0,mp-8500,monoclinic,0.49355435371398926,0.49355435371398926,0.5064456462860107,2.608,1.870872,1,1,1,1,1,1
0,mp-558583,monoclinic,0.567626953125,0.567626953125,0.432373046875,1.8088,1.673911,0,0,1,1,1,1
0,mp-2932665,triclinic,0.5423043966293335,0.5423043966293335,0.4576956033706665,0.4967,0.085983,1,1,1,0,0,1
0,mp-637112,triclinic,0.5517863631248474,0.5517863631248474,0.4482136368751526,1.8307,1.828682,1,1,1,1,1,1
0,mp-560107,orthorhombic,0.4991401433944702,0.4991401433944702,0.5008598566055298,2.4223,2.543318,1,1,1,0,0,1
0,mp-683956,orthorhombic,0.4403666853904724,0.4403666853904724,0.5596333146095276,3.3498,2.874191,1,1,1,1,1,1
0,mp-2217837,monoclinic,0.4388446807861328,0.4388446807861328,0.5611553192138672,0.6807,0.671062,1,1,1,1,1,1
0,mp-695699,triclinic,0.5539779663085938,0.5539779663085938,0.44602203369140625,0.7743,0.73889,1,1,1,1,1,1
0,mp-1224731,monoclinic,0.48908862471580505,0.48908862471580505,0.510911375284195,1.5214,1.352403,1,1,1,1,1,1
0,mp-1234712,tetragonal,0.4971923828125,0.4971923828125,0.5028076171875,0.3839,0.46639,1,1,1,1,1,1
0,mp-41092,monoclinic,0.5420747995376587,0.5420747995376587,0.4579252004623413,4.0322,4.574824,1,1,1,0,0,1
0,mp-1229176,monoclinic,0.5468783378601074,0.5468783378601074,0.4531216621398926,3.8372,4.535802,1,1,1,0,0,1
0,mp-556406,orthorhombic,0.546021580696106,0.546021580696106,0.45397841930389404,4.545,4.063952,1,0,0,0,0,1
0,mp-1204134,orthorhombic,0.5370923280715942,0.5370923280715942,0.46290767192840576,2.2503,2.202454,0,0,1,0,0,1
0,mp-554788,orthorhombic,0.504547655582428,0.504547655582428,0.495452344417572,2.9961,2.185285,0,1,0,1,1,1
0,mp-560450,monoclinic,0.4834342896938324,0.4834342896938324,0.5165657103061676,3.5694,2.995134,0,0,1,0,0,1
0,mp-723419,monoclinic,0.5152230262756348,0.5152230262756348,0.48477697372436523,1.9679,2.379208,1,1,1,0,0,1
0,mp-662789,monoclinic,0.552002489566803,0.552002489566803,0.447997510433197,2.0842,1.884127,0,0,1,0,0,1
0,mp-556926,monoclinic,0.5801869630813599,0.5801869630813599,0.41981303691864014,0.7933,0.806681,1,1,1,0,1,0
0,mp-558288,orthorhombic,0.5016342401504517,0.5016342401504517,0.49836575984954834,3.4985,3.780255,0,0,1,0,0,1
0,mp-1201063,monoclinic,0.5137970447540283,0.5137970447540283,0.4862029552459717,2.793,2.401579,1,1,1,1,1,1
0,mp-560084,monoclinic,0.5275263786315918,0.5275263786315918,0.4724736213684082,3.0622,3.401504,1,1,1,1,0,0
0,mp-650524,monoclinic,0.54710853099823,0.54710853099823,0.45289146900177,1.6989,1.933966,1,1,1,1,1,1
0,mp-573010,monoclinic,0.5628604292869568,0.5628604292869568,0.4371395707130432,3.5362,2.382207,0,1,0,1,0,0
0,mp-14673,monoclinic,0.49116432666778564,0.49116432666778564,0.5088356733322144,1.7301,2.031474,0,0,1,0,0,1
0,mp-556278,triclinic,0.5202217102050781,0.5202217102050781,0.4797782897949219,2.0161,2.208226,1,1,1,0,0,1
0,mp-560901,monoclinic,0.45844313502311707,0.45844313502311707,0.5415568649768829,0.9647,1.115557,1,1,1,0,0,1
0,mp-653579,monoclinic,0.5432431697845459,0.5432431697845459,0.4567568302154541,1.6748,2.063578,1,1,1,0,0,1
0,mp-1212237,monoclinic,0.44981521368026733,0.44981521368026733,0.5501847863197327,1.639,1.645963,1,1,1,0,0,1
0,mp-558122,monoclinic,0.5393432378768921,0.5393432378768921,0.4606567621231079,1.9163,1.948884,1,1,1,0,0,1
0,mp-558849,orthorhombic,0.4469289481639862,0.4469289481639862,0.5530710518360138,1.916,1.884753,1,1,1,0,0,1
0,mp-677013,monoclinic,0.5215941667556763,0.5215941667556763,0.47840583324432373,4.1483,4.266757,1,1,1,0,0,1
0,mp-558745,monoclinic,0.5069199800491333,0.5069199800491333,0.4930800199508667,0.1333,0.154457,1,1,1,0,0,1
0,mp-1194731,monoclinic,0.5278478264808655,0.5278478264808655,0.4721521735191345,2.5537,2.928581,0,1,0,0,0,1
0,mp-561299,orthorhombic,0.5119196176528931,0.5119196176528931,0.48808038234710693,1.829,2.01678,1,1,1,0,0,1
0,mp-1224128,monoclinic,0.4993240237236023,0.4993240237236023,0.5006759762763977,0.8936,0.683455,1,1,1,1,1,1
0,mp-1223492,monoclinic,0.5213426947593689,0.5213426947593689,0.4786573052406311,4.2515,4.264985,1,1,1,0,0,1
0,mp-27362,monoclinic,0.4780144691467285,0.4780144691467285,0.5219855308532715,1.5102,1.388494,0,0,1,0,0,1
0,mp-23418,cubic,0.475380539894104,0.475380539894104,0.524619460105896,1.9398,2.469259,1,1,1,0,0,1
0,mp-1014204,orthorhombic,0.47257691621780396,0.47257691621780396,0.527423083782196,0.8334,0.935379,0,0,1,0,0,1
0,mp-1147535,tetragonal,0.558034360408783,0.558034360408783,0.44196563959121704,0.0,0.027352,1,1,1,1,1,1
0,mp-1147578,tetragonal,0.5413117408752441,0.5413117408752441,0.45868825912475586,0.0,0.024487,1,1,1,1,1,1
0,mp-1224553,triclinic,0.5686258673667908,0.5686258673667908,0.43137413263320923,0.0467,0.169773,1,1,1,0,0,1
0,mp-1202858,monoclinic,0.5129023790359497,0.5129023790359497,0.4870976209640503,2.1278,2.882054,0,1,0,0,0,1
0,mp-23645,orthorhombic,0.5524198412895203,0.5524198412895203,0.44758015871047974,4.2054,3.62799,1,1,1,0,0,1
0,mp-560601,orthorhombic,0.5781872272491455,0.5781872272491455,0.4218127727508545,0.731,0.131749,1,1,1,0,0,1
0,mp-1209339,monoclinic,0.5137178897857666,0.5137178897857666,0.4862821102142334,0.0,0.058331,1,1,1,0,0,1
0,mp-1181100,monoclinic,0.5885195732116699,0.5885195732116699,0.4114804267883301,0.4761,0.199199,1,1,1,1,1,1
0,mp-557085,monoclinic,0.47949954867362976,0.47949954867362976,0.5205004513263702,0.8885,1.044206,0,1,0,1,1,1
0,mp-1229155,triclinic,0.45772987604141235,0.45772987604141235,0.5422701239585876,1.5994,1.495344,1,1,1,0,0,1
0,mp-721012,triclinic,0.5368802547454834,0.5368802547454834,0.4631197452545166,5.0397,5.179633,1,1,1,0,0,1
0,mp-1189737,orthorhombic,0.4705275893211365,0.4705275893211365,0.5294724106788635,0.0294,0.065556,1,1,1,1,1,1
0,mp-29880,monoclinic,0.5286044478416443,0.5286044478416443,0.4713955521583557,3.5037,3.560783,1,1,1,0,0,1
0,mp-2422943,triclinic,0.5729225277900696,0.5729225277900696,0.4270774722099304,2.0094,2.009303,1,1,1,0,0,1
0,mp-1191374,monoclinic,0.5050117373466492,0.5050117373466492,0.49498826265335083,0.8916,0.735252,1,1,1,1,1,1
0,mp-1203609,monoclinic,0.49804240465164185,0.49804240465164185,0.5019575953483582,0.4962,0.321587,1,1,1,1,1,1
0,mp-558270,orthorhombic,0.47762805223464966,0.47762805223464966,0.5223719477653503,2.3109,2.285133,1,1,1,1,1,1
0,mp-1224205,triclinic,0.5546308755874634,0.5546308755874634,0.4453691244125366,2.3966,2.281702,1,1,1,1,1,1
0,mp-2229416,triclinic,0.50142502784729,0.50142502784729,0.49857497215270996,0.4755,0.120031,1,1,1,1,1,1
0,mp-1225472,trigonal,0.505239725112915,0.505239725112915,0.49476027488708496,2.9482,2.704217,1,1,1,0,0,1
0,mp-554079,monoclinic,0.5891984701156616,0.5891984701156616,0.4108015298843384,1.3789,0.747829,1,1,1,0,0,1
0,mp-559716,triclinic,0.486952006816864,0.486952006816864,0.513047993183136,0.4905,0.310425,1,1,1,1,1,1
0,mp-561160,triclinic,0.5740714073181152,0.5740714073181152,0.42592859268188477,1.191,1.518917,1,1,1,0,0,1
0,mp-554183,monoclinic,0.4682505130767822,0.4682505130767822,0.5317494869232178,2.5687,2.456771,0,0,1,0,0,1
0,mp-557792,monoclinic,0.48421499133110046,0.48421499133110046,0.5157850086688995,3.2563,3.594289,1,0,0,0,0,1
0,mp-560517,monoclinic,0.5462191700935364,0.5462191700935364,0.4537808299064636,2.6561,2.508476,1,1,1,0,0,1
0,mp-647878,orthorhombic,0.4365367889404297,0.4365367889404297,0.5634632110595703,1.7915,1.774555,1,1,1,1,1,1
0,mp-1200783,monoclinic,0.43858617544174194,0.43858617544174194,0.5614138245582581,1.7539,1.693794,1,1,1,1,1,1
0,mp-1196966,triclinic,0.45225220918655396,0.45225220918655396,0.547747790813446,1.5094,2.225167,1,1,1,1,1,1
0,mp-2217785,orthorhombic,0.44666504859924316,0.44666504859924316,0.5533349514007568,0.1388,0.240602,1,1,1,1,1,1
0,mp-556587,monoclinic,0.46505478024482727,0.46505478024482727,0.5349452197551727,1.8191,1.895824,0,0,1,0,0,1
0,mp-680059,trigonal,0.48265495896339417,0.48265495896339417,0.5173450410366058,1.6865,1.384708,1,1,1,0,0,1
0,mp-28721,monoclinic,0.5132046341896057,0.5132046341896057,0.4867953658103943,1.9198,1.879967,0,1,0,0,0,1
0,mp-554625,monoclinic,0.5057085752487183,0.5057085752487183,0.49429142475128174,1.8257,1.80076,1,1,1,0,0,1
0,mp-1105330,orthorhombic,0.5596005320549011,0.5596005320549011,0.4403994679450989,0.0,0.153556,1,1,1,0,0,1
0,mp-28103,orthorhombic,0.5699558258056641,0.5699558258056641,0.43004417419433594,0.4958,0.290927,1,1,1,0,0,1
0,mp-555900,orthorhombic,0.5256523489952087,0.5256523489952087,0.47434765100479126,1.6183,1.683496,1,1,1,0,0,1
0,mp-648469,orthorhombic,0.481950044631958,0.481950044631958,0.518049955368042,1.8468,1.874375,1,1,1,0,0,1
0,mp-28211,monoclinic,0.5141655206680298,0.5141655206680298,0.4858344793319702,1.8369,1.927238,1,1,1,0,0,1
0,mp-556726,monoclinic,0.5643810629844666,0.5643810629844666,0.43561893701553345,0.7012,0.351043,1,1,1,0,0,1
0,mp-652046,monoclinic,0.5765218138694763,0.5765218138694763,0.4234781861305237,1.6485,1.876917,1,1,1,0,0,1
0,mp-28928,orthorhombic,0.4752615988254547,0.4752615988254547,0.5247384011745453,2.8776,3.112064,0,0,1,0,0,1
0,mp-1078379,monoclinic,0.4791429936885834,0.4791429936885834,0.5208570063114166,0.2637,0.169169,1,1,1,1,1,1
0,mp-1206068,monoclinic,0.46164262294769287,0.46164262294769287,0.5383573770523071,1.627,1.559955,1,1,1,0,0,1
0,mp-557980,monoclinic,0.5094187259674072,0.5094187259674072,0.4905812740325928,0.9281,1.003257,1,1,1,1,1,1
0,mp-559237,monoclinic,0.4482872486114502,0.4482872486114502,0.5517127513885498,2.664,2.491411,0,0,1,0,0,1
0,mp-560468,monoclinic,0.455576092004776,0.455576092004776,0.544423907995224,2.6881,2.437216,0,0,1,0,0,1
0,mp-1224043,trigonal,0.5107983350753784,0.5107983350753784,0.4892016649246216,0.9666,1.067178,0,0,1,0,0,1
